case_id,start_time,end_time,Activity,Activity_id,case_variant,processing_time,relative_start_time,relative_end_time,waiting_time
17,2020-01-03 04:02:00,2020-01-03 04:12:00, Quick Assessment,41677,-2439037793262649982,10.0,510.00000000000006,520.0,465.00000000000006
17,2020-01-03 13:41:00,2020-01-03 14:02:00, Finalize Assessment,18081,-2439037793262649982,21.0,1089.0,1110.0,569.0
17,2020-01-03 14:53:00,2020-01-03 14:58:00, Amend Assessment,31535,-2439037793262649982,5.0,1161.0,1166.0,51.0
17,2020-01-03 16:19:00,2020-01-03 16:28:00, Finalize Assessment,18081,-2439037793262649982,9.0,1247.0,1256.0,81.0
17,2020-01-03 17:13:00,2020-01-03 17:27:00, Amend Assessment,31535,-2439037793262649982,14.0,1301.0,1315.0,45.0
17,2020-01-03 19:10:00,2020-01-03 19:24:00, Finalize Assessment,18081,-2439037793262649982,14.0,1418.0,1432.0,103.0
17,2020-01-03 20:17:00,2020-01-03 20:31:00, Amend Assessment,31535,-2439037793262649982,14.0,1485.0,1499.0,53.0
17,2020-01-03 22:16:00,2020-01-03 22:36:00, Finalize Assessment,18081,-2439037793262649982,20.0,1604.0,1624.0,105.0
171,2020-01-23 17:59:00,2020-01-23 18:11:00, Register Claim,48521,-4150520213904920007,12.0,0.0,12.0,0.0
171,2020-01-24 12:30:00,2020-01-24 12:37:00, Analyze Claim,16061,-4150520213904920007,7.0,1111.0,1118.0,1099.0
171,2020-01-24 12:42:00,2020-01-24 12:44:00, Assess Claim,55607,-4150520213904920007,2.0,1123.0,1125.0,5.0
171,2020-01-28 20:03:00,2020-01-28 20:28:00, Finalize Assessment,18081,-4150520213904920007,25.0,7324.0,7349.0,6199.0
171,2020-01-30 07:53:00,2020-01-30 07:53:00, Approve Assessment,14038,-4150520213904920007,0.0,9474.0,9474.0,2125.0
171,2020-01-30 19:49:00,2020-01-31 08:46:00, Prepare Claim Settlement,31020,-4150520213904920007,777.0,10190.0,10967.0,716.0
171,2020-02-04 18:15:00,2020-02-04 18:16:00, Approve Claim Settlement,30076,-4150520213904920007,1.0,17296.0,17297.0,6329.0
171,2020-02-05 12:11:00,2020-02-05 12:11:00, Execute Claim Settlement,51195,-4150520213904920007,0.0,18372.0,18372.0,1075.0
172,2020-01-23 20:14:00,2020-01-23 20:49:00, Register Claim,48521,6262482030788783190,35.0,0.0,35.0,0.0
172,2020-01-24 16:20:00,2020-01-24 16:28:00, Analyze Claim,16061,6262482030788783190,8.0,1206.0,1214.0,1171.0
1722,2020-09-06 18:37:00,2020-09-06 19:22:00, Register Claim,48521,-36992597368927148,45.0,0.0,45.0,0.0
1722,2020-09-06 21:44:00,2020-09-06 21:55:00, Quick Assessment,41677,-36992597368927148,11.0,187.0,198.0,142.0
1722,2020-09-11 14:55:00,2020-09-11 15:06:00, Finalize Assessment,18081,-36992597368927148,11.0,6978.0,6989.0,6780.0
1722,2020-09-11 15:47:00,2020-09-11 15:55:00, Amend Assessment,31535,-36992597368927148,8.0,7030.0,7038.0,41.0
1722,2020-09-11 20:37:00,2020-09-11 21:07:00, Finalize Assessment,18081,-36992597368927148,30.0,7320.0,7350.0,282.0
1722,2020-09-11 21:56:00,2020-09-11 22:09:00, Amend Assessment,31535,-36992597368927148,13.0,7399.0,7412.0,49.0
1722,2020-09-15 05:27:00,2020-09-15 05:55:00, Finalize Assessment,18081,-36992597368927148,28.0,12170.0,12198.0,4758.0
1725,2020-09-07 06:50:00,2020-09-07 07:17:00, Register Claim,48521,6262482030788783190,27.0,0.0,27.0,0.0
1725,2020-09-08 00:38:00,2020-09-08 00:43:00, Analyze Claim,16061,6262482030788783190,5.0,1068.0000000000002,1073.0000000000002,1041.0000000000002
1749,2020-09-11 12:06:00,2020-09-11 12:32:00, Register Claim,48521,1026770997902703327,26.0,0.0,26.0,0.0
1749,2020-09-12 12:55:00,2020-09-12 13:03:00, Analyze Claim,16061,1026770997902703327,8.0,1489.0,1497.0,1463.0
1749,2020-09-12 13:09:00,2020-09-12 13:11:00, Assess Claim,55607,1026770997902703327,2.0,1503.0,1505.0,6.0
1749,2020-09-24 12:29:00,2020-09-24 13:06:00, Finalize Assessment,18081,1026770997902703327,37.0,18743.000000000004,18780.000000000004,17238.000000000004
175,2020-01-24 06:14:00,2020-01-24 06:50:00, Register Claim,48521,6262482030788783190,36.0,0.0,36.0,0.0
175,2020-01-25 01:26:00,2020-01-25 01:33:00, Analyze Claim,16061,6262482030788783190,7.0,1152.0,1159.0,1116.0
1759,2020-09-12 10:48:00,2020-09-12 11:25:00, Register Claim,48521,6561366289027288096,37.0,0.0,37.0,0.0
1759,2020-09-12 14:27:00,2020-09-12 14:38:00, Quick Assessment,41677,6561366289027288096,11.0,219.0,230.0,182.0
1759,2020-09-13 07:49:00,2020-09-13 08:19:00, Finalize Assessment,18081,6561366289027288096,30.0,1261.0000000000002,1291.0000000000002,1031.0000000000002
1759,2020-09-13 09:03:00,2020-09-13 09:12:00, Amend Assessment,31535,6561366289027288096,9.0,1335.0000000000002,1344.0000000000002,44.0
1759,2020-09-24 12:41:00,2020-09-24 13:17:00, Finalize Assessment,18081,6561366289027288096,36.0,17393.000000000004,17429.000000000004,16049.000000000004
176,2020-01-24 06:41:00,2020-01-24 07:32:00, Register Claim,48521,-4150520213904920007,51.0,0.0,51.0,0.0
176,2020-01-25 00:47:00,2020-01-25 00:55:00, Analyze Claim,16061,-4150520213904920007,8.0,1086.0000000000002,1094.0000000000002,1035.0000000000002
176,2020-01-25 01:00:00,2020-01-25 01:01:00, Assess Claim,55607,-4150520213904920007,1.0,1099.0000000000002,1100.0000000000002,5.0
176,2020-01-25 22:51:00,2020-01-25 23:12:00, Finalize Assessment,18081,-4150520213904920007,21.0,2410.0,2431.0,1309.9999999999998
176,2020-01-27 01:11:00,2020-01-27 01:11:00, Approve Assessment,14038,-4150520213904920007,0.0,3990.0,3990.0,1559.0
176,2020-01-28 00:24:00,2020-01-28 11:58:00, Prepare Claim Settlement,31020,-4150520213904920007,694.0,5383.0,6077.0,1393.0
176,2020-02-03 03:09:00,2020-02-03 03:10:00, Approve Claim Settlement,30076,-4150520213904920007,1.0,14188.0,14189.0,8111.0
176,2020-02-06 00:45:00,2020-02-06 00:45:00, Execute Claim Settlement,51195,-4150520213904920007,0.0,18364.0,18364.0,4175.0
1770,2020-09-13 14:33:00,2020-09-13 15:25:00, Register Claim,48521,-7059668255730790855,52.0,0.0,52.0,0.0
1770,2020-09-14 11:13:00,2020-09-14 11:19:00, Analyze Claim,16061,-7059668255730790855,6.0,1240.0,1246.0,1188.0
1770,2020-09-14 11:25:00,2020-09-14 11:27:00, Assess Claim,55607,-7059668255730790855,2.0,1252.0,1254.0,6.0
1770,2020-09-15 04:41:00,2020-09-15 04:52:00, Finalize Assessment,18081,-7059668255730790855,11.0,2288.0,2299.0,1034.0
1770,2020-09-15 20:59:00,2020-09-15 21:16:00, Request Customer Info,27871,-7059668255730790855,17.0,3266.0,3283.0,967.0
1770,2020-09-21 11:57:00,2020-09-21 12:09:00, Finalize Assessment,18081,-7059668255730790855,12.0,11364.0,11376.0,8081.0
1773,2020-09-14 03:52:00,2020-09-14 04:48:00, Register Claim,48521,6262482030788783190,56.0,0.0,56.0,0.0
1773,2020-09-15 01:28:00,2020-09-15 01:34:00, Analyze Claim,16061,6262482030788783190,6.0,1296.0,1302.0,1240.0
1789,2020-09-17 14:43:00,2020-09-17 15:04:00, Register Claim,48521,6360821293776510000,21.0,0.0,21.0,0.0
1789,2020-09-17 19:24:00,2020-09-17 19:34:00, Quick Assessment,41677,6360821293776510000,10.0,281.0,291.0,260.0
1789,2020-09-24 07:44:00,2020-09-24 07:52:00, Finalize Assessment,18081,6360821293776510000,8.0,9661.0,9669.0,9370.0
179,2020-01-24 16:54:00,2020-01-24 17:35:00, Register Claim,48521,790337521760341813,41.0,0.0,41.0,0.0
179,2020-01-24 18:46:00,2020-01-24 18:54:00, Quick Assessment,41677,790337521760341813,8.0,112.0,120.0,71.0
179,2020-01-26 03:29:00,2020-01-26 03:56:00, Finalize Assessment,18081,790337521760341813,27.0,2075.0,2102.0,1955.0
179,2020-01-27 19:16:00,2020-01-27 19:16:00, Approve Assessment,14038,790337521760341813,0.0,4462.0,4462.0,2360.0
179,2020-01-29 02:37:00,2020-01-29 12:32:00, Prepare Claim Settlement,31020,790337521760341813,595.0,6343.0,6938.0,1881.0
179,2020-02-02 14:05:00,2020-02-02 14:06:00, Approve Claim Settlement,30076,790337521760341813,1.0,12791.0,12792.0,5853.0
179,2020-02-03 12:01:00,2020-02-03 12:01:00, Execute Claim Settlement,51195,790337521760341813,0.0,14107.0,14107.0,1315.0
1796,2020-09-18 16:42:00,2020-09-18 17:15:00, Register Claim,48521,6360821293776510000,33.0,0.0,33.0,0.0
1796,2020-09-18 23:32:00,2020-09-18 23:40:00, Quick Assessment,41677,6360821293776510000,8.0,410.0,418.0,377.0
1796,2020-09-19 17:45:00,2020-09-19 18:03:00, Finalize Assessment,18081,6360821293776510000,18.0,1503.0,1521.0,1085.0
18,2020-01-02 19:36:00,2020-01-02 19:52:00, Register Claim,48521,-4150520213904920007,16.0,0.0,16.0,0.0
18,2020-01-03 20:45:00,2020-01-03 20:49:00, Analyze Claim,16061,-4150520213904920007,4.0,1509.0,1513.0,1493.0
18,2020-01-03 20:54:00,2020-01-03 20:57:00, Assess Claim,55607,-4150520213904920007,3.0,1518.0,1521.0,5.0
18,2020-01-03 22:15:00,2020-01-03 22:36:00, Finalize Assessment,18081,-4150520213904920007,21.0,1599.0,1620.0,78.0
18,2020-01-04 21:57:00,2020-01-04 21:57:00, Approve Assessment,14038,-4150520213904920007,0.0,3021.0,3021.0,1401.0
18,2020-01-05 17:36:00,2020-01-06 07:03:00, Prepare Claim Settlement,31020,-4150520213904920007,807.0,4200.0,5007.0,1179.0
18,2020-01-08 23:51:00,2020-01-08 23:52:00, Approve Claim Settlement,30076,-4150520213904920007,1.0,8895.0,8896.0,3888.0
18,2020-01-09 15:46:00,2020-01-09 15:46:00, Execute Claim Settlement,51195,-4150520213904920007,0.0,9850.0,9850.0,954.0
180,2020-01-24 17:16:00,2020-01-24 18:12:00, Register Claim,48521,-4150520213904920007,56.0,0.0,56.0,0.0
180,2020-01-25 06:51:00,2020-01-25 06:55:00, Analyze Claim,16061,-4150520213904920007,4.0,815.0,819.0,759.0
180,2020-01-25 07:01:00,2020-01-25 07:04:00, Assess Claim,55607,-4150520213904920007,3.0,825.0,828.0,6.0
180,2020-01-25 17:15:00,2020-01-25 17:37:00, Finalize Assessment,18081,-4150520213904920007,22.0,1439.0,1461.0,611.0
180,2020-01-27 03:40:00,2020-01-27 03:40:00, Approve Assessment,14038,-4150520213904920007,0.0,3504.0000000000005,3504.0000000000005,2043.0000000000005
180,2020-01-27 15:15:00,2020-01-27 22:40:00, Prepare Claim Settlement,31020,-4150520213904920007,445.0,4199.0,4644.0,694.9999999999995
180,2020-02-03 14:10:00,2020-02-03 14:11:00, Approve Claim Settlement,30076,-4150520213904920007,1.0,14214.0,14215.0,9570.0
180,2020-02-06 02:54:00,2020-02-06 02:54:00, Execute Claim Settlement,51195,-4150520213904920007,0.0,17858.0,17858.0,3643.0
1817,2020-09-22 00:08:00,2020-09-22 00:17:00, Register Claim,48521,1026770997902703327,9.0,0.0,9.0,0.0
1817,2020-09-22 21:47:00,2020-09-22 21:54:00, Analyze Claim,16061,1026770997902703327,7.0,1299.0,1306.0,1290.0
1817,2020-09-22 21:59:00,2020-09-22 22:02:00, Assess Claim,55607,1026770997902703327,3.0,1311.0,1314.0,5.0
1817,2020-09-23 04:49:00,2020-09-23 05:05:00, Finalize Assessment,18081,1026770997902703327,16.0,1721.0,1737.0,407.0
185,2020-01-24 23:36:00,2020-01-25 00:24:00, Register Claim,48521,-4150520213904920007,48.0,0.0,48.0,0.0
185,2020-01-25 10:52:00,2020-01-25 10:56:00, Analyze Claim,16061,-4150520213904920007,4.0,676.0,680.0,628.0
185,2020-01-25 11:01:00,2020-01-25 11:02:00, Assess Claim,55607,-4150520213904920007,1.0,685.0,686.0,5.0
185,2020-01-26 00:42:00,2020-01-26 01:02:00, Finalize Assessment,18081,-4150520213904920007,20.0,1506.0,1526.0,820.0
185,2020-01-28 01:50:00,2020-01-28 01:50:00, Approve Assessment,14038,-4150520213904920007,0.0,4454.0,4454.0,2928.0
185,2020-01-30 10:43:00,2020-01-30 20:51:00, Prepare Claim Settlement,31020,-4150520213904920007,608.0,7867.0,8475.0,3413.0
185,2020-02-04 03:46:00,2020-02-04 03:47:00, Approve Claim Settlement,30076,-4150520213904920007,1.0,14650.0,14651.0,6175.0
185,2020-02-04 23:52:00,2020-02-04 23:52:00, Execute Claim Settlement,51195,-4150520213904920007,0.0,15856.0,15856.0,1205.0
1852,2020-09-26 09:50:00,2020-09-26 10:42:00, Register Claim,48521,6262482030788783190,52.0,0.0,52.0,0.0
1852,2020-09-26 22:23:00,2020-09-26 22:28:00, Analyze Claim,16061,6262482030788783190,5.0,753.0,758.0,701.0
1857,2020-09-27 04:32:00,2020-09-27 05:28:00, Register Claim,48521,6262482030788783190,56.0,0.0,56.0,0.0
1857,2020-09-28 01:25:00,2020-09-28 01:32:00, Analyze Claim,16061,6262482030788783190,7.0,1253.0,1260.0,1197.0
186,2020-01-25 00:57:00,2020-01-25 01:10:00, Register Claim,48521,-4150520213904920007,13.0,0.0,13.0,0.0
186,2020-01-25 20:58:00,2020-01-25 21:05:00, Analyze Claim,16061,-4150520213904920007,7.0,1201.0,1208.0,1188.0
186,2020-01-25 21:09:00,2020-01-25 21:11:00, Assess Claim,55607,-4150520213904920007,2.0,1212.0,1214.0,4.0
186,2020-01-25 22:22:00,2020-01-25 22:34:00, Finalize Assessment,18081,-4150520213904920007,12.0,1285.0,1297.0,71.0
186,2020-01-28 10:04:00,2020-01-28 10:04:00, Approve Assessment,14038,-4150520213904920007,0.0,4867.0,4867.0,3570.0
186,2020-01-28 15:23:00,2020-01-28 20:03:00, Prepare Claim Settlement,31020,-4150520213904920007,280.0,5186.0,5466.0,319.0
186,2020-01-31 10:52:00,2020-01-31 10:53:00, Approve Claim Settlement,30076,-4150520213904920007,1.0,9235.0,9236.0,3769.0
186,2020-02-02 01:56:00,2020-02-02 01:56:00, Execute Claim Settlement,51195,-4150520213904920007,0.0,11579.0,11579.0,2343.0
1871,2020-09-29 21:10:00,2020-09-29 21:51:00, Register Claim,48521,6262482030788783190,41.0,0.0,41.0,0.0
1871,2020-09-30 09:00:00,2020-09-30 09:06:00, Analyze Claim,16061,6262482030788783190,6.0,710.0,716.0,669.0
1873,2020-09-30 17:33:00,2020-09-30 18:06:00, Register Claim,48521,6262482030788783190,33.0,0.0,33.0,0.0
1873,2020-10-01 17:55:00,2020-10-01 18:00:00, Analyze Claim,16061,6262482030788783190,5.0,1462.0,1467.0,1429.0
1874,2020-10-01 03:03:00,2020-10-01 03:11:00, Register Claim,48521,1026770997902703327,8.0,0.0,8.0,0.0
1874,2020-10-02 01:12:00,2020-10-02 01:19:00, Analyze Claim,16061,1026770997902703327,7.0,1329.0,1336.0,1321.0
1874,2020-10-02 01:23:00,2020-10-02 01:24:00, Assess Claim,55607,1026770997902703327,1.0,1340.0,1341.0,4.0
1874,2020-10-08 02:10:00,2020-10-08 02:40:00, Finalize Assessment,18081,1026770997902703327,30.0,10027.000000000002,10057.000000000002,8686.000000000002
188,2020-01-25 02:18:00,2020-01-25 02:38:00, Register Claim,48521,1405938533655813944,20.0,0.0,20.0,0.0
188,2020-01-25 09:12:00,2020-01-25 09:25:00, Quick Assessment,41677,1405938533655813944,13.0,414.0,427.0,394.0
188,2020-01-25 14:22:00,2020-01-25 14:42:00, Finalize Assessment,18081,1405938533655813944,20.0,724.0,744.0,297.0
188,2020-01-25 15:29:00,2020-01-25 15:37:00, Amend Assessment,31535,1405938533655813944,8.0,791.0,799.0,47.0
188,2020-01-25 22:38:00,2020-01-25 22:51:00, Finalize Assessment,18081,1405938533655813944,13.0,1220.0,1233.0,421.0
188,2020-01-27 11:27:00,2020-01-27 11:27:00, Approve Assessment,14038,1405938533655813944,0.0,3429.0,3429.0,2196.0
188,2020-01-27 12:39:00,2020-01-28 00:55:00, Prepare Claim Settlement,31020,1405938533655813944,736.0,3501.0,4237.0,72.0
188,2020-01-31 13:43:00,2020-01-31 13:44:00, Approve Claim Settlement,30076,1405938533655813944,1.0,9325.0,9326.0,5088.0
188,2020-02-02 01:56:00,2020-02-02 01:56:00, Execute Claim Settlement,51195,1405938533655813944,0.0,11498.0,11498.0,2172.0
189,2020-01-25 07:28:00,2020-01-25 07:38:00, Register Claim,48521,790337521760341813,10.0,0.0,10.0,0.0
189,2020-01-25 15:05:00,2020-01-25 15:15:00, Quick Assessment,41677,790337521760341813,10.0,457.0,467.0,447.0
189,2020-01-25 16:51:00,2020-01-25 16:57:00, Finalize Assessment,18081,790337521760341813,6.0,563.0,569.0,96.0
189,2020-01-26 05:42:00,2020-01-26 05:42:00, Approve Assessment,14038,790337521760341813,0.0,1334.0,1334.0,765.0
189,2020-01-26 18:21:00,2020-01-27 00:46:00, Prepare Claim Settlement,31020,790337521760341813,385.0,2093.0,2478.0,759.0
189,2020-01-30 04:34:00,2020-01-30 04:35:00, Approve Claim Settlement,30076,790337521760341813,1.0,7026.0,7027.0,4548.0
189,2020-01-31 17:29:00,2020-01-31 17:29:00, Execute Claim Settlement,51195,790337521760341813,0.0,9241.0,9241.0,2214.0
1892,2020-10-04 03:28:00,2020-10-04 04:15:00, Register Claim,48521,6262482030788783190,47.0,0.0,47.0,0.0
1892,2020-10-04 14:24:00,2020-10-04 14:31:00, Analyze Claim,16061,6262482030788783190,7.0,656.0,663.0,609.0
19,2020-01-02 20:47:00,2020-01-02 21:36:00, Register Claim,48521,-4150520213904920007,49.0,0.0,49.0,0.0
19,2020-01-03 21:35:00,2020-01-03 21:43:00, Analyze Claim,16061,-4150520213904920007,8.0,1488.0,1496.0,1439.0
19,2020-01-03 21:49:00,2020-01-03 21:50:00, Assess Claim,55607,-4150520213904920007,1.0,1502.0,1503.0,6.0
19,2020-01-03 23:00:00,2020-01-03 23:30:00, Finalize Assessment,18081,-4150520213904920007,30.0,1573.0,1603.0,70.0
19,2020-01-05 03:52:00,2020-01-05 03:52:00, Approve Assessment,14038,-4150520213904920007,0.0,3305.0,3305.0,1702.0
19,2020-01-05 09:16:00,2020-01-05 17:09:00, Prepare Claim Settlement,31020,-4150520213904920007,473.0,3629.0,4102.0,324.0
19,2020-01-07 16:54:00,2020-01-07 16:55:00, Approve Claim Settlement,30076,-4150520213904920007,1.0,6967.0,6968.0,2865.0
19,2020-01-08 13:28:00,2020-01-08 13:28:00, Execute Claim Settlement,51195,-4150520213904920007,0.0,8201.0,8201.0,1233.0
1909,2020-10-07 07:40:00,2020-10-07 07:53:00, Register Claim,48521,1026770997902703327,13.0,0.0,13.0,0.0
1909,2020-10-08 08:13:00,2020-10-08 08:21:00, Analyze Claim,16061,1026770997902703327,8.0,1473.0,1481.0,1460.0
1909,2020-10-08 08:25:00,2020-10-08 08:27:00, Assess Claim,55607,1026770997902703327,2.0,1485.0,1487.0,4.0
1909,2020-10-14 00:14:00,2020-10-14 00:44:00, Finalize Assessment,18081,1026770997902703327,30.0,9634.0,9664.0,8147.0
1917,2020-10-08 21:07:00,2020-10-08 21:23:00, Register Claim,48521,6262482030788783190,16.0,0.0,16.0,0.0
1917,2020-10-09 15:11:00,2020-10-09 15:17:00, Analyze Claim,16061,6262482030788783190,6.0,1084.0000000000002,1090.0000000000002,1068.0000000000002
192,2020-01-25 10:21:00,2020-01-25 11:02:00, Register Claim,48521,1026770997902703327,41.0,0.0,41.0,0.0
192,2020-01-26 05:01:00,2020-01-26 05:06:00, Analyze Claim,16061,1026770997902703327,5.0,1120.0,1125.0,1079.0
192,2020-01-26 05:11:00,2020-01-26 05:14:00, Assess Claim,55607,1026770997902703327,3.0,1130.0,1133.0,5.0
192,2020-01-27 07:13:00,2020-01-27 07:41:00, Finalize Assessment,18081,1026770997902703327,28.0,2692.0,2720.0,1559.0
1920,2020-10-09 04:59:00,2020-10-09 05:07:00, Register Claim,48521,1026770997902703327,8.0,0.0,8.0,0.0
1920,2020-10-10 05:15:00,2020-10-10 05:21:00, Analyze Claim,16061,1026770997902703327,6.0,1456.0,1462.0,1448.0
1920,2020-10-10 05:28:00,2020-10-10 05:30:00, Assess Claim,55607,1026770997902703327,2.0,1469.0,1471.0,7.0
1920,2020-10-11 04:00:00,2020-10-11 04:27:00, Finalize Assessment,18081,1026770997902703327,27.0,2821.0,2848.0,1350.0
1929,2020-10-09 23:27:00,2020-10-10 00:20:00, Register Claim,48521,6262482030788783190,53.0,0.0,53.0,0.0
1929,2020-10-10 16:06:00,2020-10-10 16:14:00, Analyze Claim,16061,6262482030788783190,8.0,999.0000000000001,1007.0000000000001,946.0000000000001
193,2020-01-25 10:42:00,2020-01-25 11:01:00, Register Claim,48521,1405938533655813944,19.0,0.0,19.0,0.0
193,2020-01-25 17:23:00,2020-01-25 17:31:00, Quick Assessment,41677,1405938533655813944,8.0,401.0,409.0,382.0
193,2020-01-26 00:07:00,2020-01-26 00:11:00, Finalize Assessment,18081,1405938533655813944,4.0,805.0,809.0,396.0
193,2020-01-26 01:06:00,2020-01-26 01:19:00, Amend Assessment,31535,1405938533655813944,13.0,864.0,877.0,55.0
193,2020-01-31 16:06:00,2020-01-31 16:33:00, Finalize Assessment,18081,1405938533655813944,27.0,8964.0,8991.0,8087.0
193,2020-02-01 22:53:00,2020-02-01 22:53:00, Approve Assessment,14038,1405938533655813944,0.0,10811.0,10811.0,1820.0
193,2020-02-02 05:34:00,2020-02-02 17:08:00, Prepare Claim Settlement,31020,1405938533655813944,694.0,11212.0,11906.0,401.0
193,2020-02-06 01:40:00,2020-02-06 01:41:00, Approve Claim Settlement,30076,1405938533655813944,1.0,16738.0,16739.0,4832.0
193,2020-02-07 01:29:00,2020-02-07 01:29:00, Execute Claim Settlement,51195,1405938533655813944,0.0,18167.0,18167.0,1428.0
1938,2020-10-11 14:48:00,2020-10-11 15:08:00, Register Claim,48521,6262482030788783190,20.0,0.0,20.0,0.0
1938,2020-10-12 06:26:00,2020-10-12 06:35:00, Analyze Claim,16061,6262482030788783190,9.0,938.0,947.0,918.0
1941,2020-10-11 18:27:00,2020-10-11 19:02:00, Register Claim,48521,1026770997902703327,35.0,0.0,35.0,0.0
1941,2020-10-12 18:58:00,2020-10-12 19:02:00, Analyze Claim,16061,1026770997902703327,4.0,1471.0,1475.0,1436.0
1941,2020-10-12 19:06:00,2020-10-12 19:09:00, Assess Claim,55607,1026770997902703327,3.0,1479.0,1482.0,4.0
1941,2020-10-14 14:05:00,2020-10-14 14:18:00, Finalize Assessment,18081,1026770997902703327,13.0,4058.0,4071.0,2576.0
1949,2020-10-13 06:27:00,2020-10-13 07:21:00, Register Claim,48521,6262482030788783190,54.0,0.0,54.0,0.0
1949,2020-10-13 17:03:00,2020-10-13 17:09:00, Analyze Claim,16061,6262482030788783190,6.0,636.0,642.0,582.0
195,2020-01-25 14:50:00,2020-01-25 14:57:00, Register Claim,48521,-3891051257326659523,7.0,0.0,7.0,0.0
195,2020-01-25 18:12:00,2020-01-25 18:21:00, Quick Assessment,41677,-3891051257326659523,9.0,202.0,211.0,195.0
195,2020-01-26 00:25:00,2020-01-26 00:47:00, Finalize Assessment,18081,-3891051257326659523,22.0,575.0,597.0,364.0
195,2020-01-26 01:28:00,2020-01-26 01:40:00, Amend Assessment,31535,-3891051257326659523,12.0,638.0,650.0,41.0
195,2020-01-31 18:44:00,2020-01-31 19:05:00, Finalize Assessment,18081,-3891051257326659523,21.0,8874.000000000002,8895.000000000002,8224.000000000002
195,2020-01-31 20:02:00,2020-01-31 20:09:00, Amend Assessment,31535,-3891051257326659523,7.0,8952.000000000002,8959.000000000002,57.0
195,2020-02-02 20:06:00,2020-02-02 20:19:00, Finalize Assessment,18081,-3891051257326659523,13.0,11836.000000000002,11849.000000000002,2877.0
195,2020-02-02 21:06:00,2020-02-02 21:13:00, Amend Assessment,31535,-3891051257326659523,7.0,11896.000000000002,11903.000000000002,47.0
195,2020-02-04 07:29:00,2020-02-04 07:30:00, Finalize Assessment,18081,-3891051257326659523,1.0,13959.000000000002,13960.000000000002,2056.0
195,2020-02-04 08:18:00,2020-02-04 08:28:00, Amend Assessment,31535,-3891051257326659523,10.0,14008.000000000002,14018.000000000002,48.0
195,2020-02-05 10:39:00,2020-02-05 11:11:00, Finalize Assessment,18081,-3891051257326659523,32.0,15589.000000000002,15621.000000000002,1571.0
197,2020-01-25 23:13:00,2020-01-25 23:47:00, Register Claim,48521,-4150520213904920007,34.0,0.0,34.0,0.0
197,2020-01-26 18:41:00,2020-01-26 18:45:00, Analyze Claim,16061,-4150520213904920007,4.0,1168.0,1172.0,1134.0
197,2020-01-26 18:50:00,2020-01-26 18:52:00, Assess Claim,55607,-4150520213904920007,2.0,1177.0,1179.0,5.0
197,2020-01-31 07:47:00,2020-01-31 08:19:00, Finalize Assessment,18081,-4150520213904920007,32.0,7714.0,7746.0,6535.0
197,2020-01-31 19:42:00,2020-01-31 19:42:00, Approve Assessment,14038,-4150520213904920007,0.0,8429.0,8429.0,683.0
197,2020-01-31 22:38:00,2020-02-01 12:13:00, Prepare Claim Settlement,31020,-4150520213904920007,815.0,8605.0,9420.0,176.0
197,2020-02-05 05:35:00,2020-02-05 05:36:00, Approve Claim Settlement,30076,-4150520213904920007,1.0,14782.0,14783.0,5362.0
197,2020-02-06 00:24:00,2020-02-06 00:24:00, Execute Claim Settlement,51195,-4150520213904920007,0.0,15911.0,15911.0,1128.0
199,2020-01-26 05:48:00,2020-01-26 06:37:00, Register Claim,48521,790337521760341813,49.0,0.0,49.0,0.0
199,2020-01-26 10:00:00,2020-01-26 10:10:00, Quick Assessment,41677,790337521760341813,10.0,252.00000000000003,262.0,203.00000000000003
199,2020-01-27 06:07:00,2020-01-27 06:18:00, Finalize Assessment,18081,790337521760341813,11.0,1459.0,1470.0,1197.0
199,2020-01-28 22:21:00,2020-01-28 22:21:00, Approve Assessment,14038,790337521760341813,0.0,3873.0,3873.0,2403.0
199,2020-01-29 02:13:00,2020-01-29 15:58:00, Prepare Claim Settlement,31020,790337521760341813,825.0,4105.0,4930.0,232.0
199,2020-02-04 15:10:00,2020-02-04 15:11:00, Approve Claim Settlement,30076,790337521760341813,1.0,13522.0,13523.0,8592.0
199,2020-02-05 12:11:00,2020-02-05 12:11:00, Execute Claim Settlement,51195,790337521760341813,0.0,14783.0,14783.0,1260.0
2,2020-01-01 00:16:00,2020-01-01 00:29:00, Register Claim,48521,4920314091830885969,13.0,0.0,13.0,0.0
2,2020-01-01 08:16:00,2020-01-01 08:26:00, Quick Assessment,41677,4920314091830885969,10.0,480.0,490.0,467.0
2,2020-01-01 09:34:00,2020-01-01 09:38:00, Finalize Assessment,18081,4920314091830885969,4.0,558.0,562.0,68.0
2,2020-01-01 10:16:00,2020-01-01 10:21:00, Amend Assessment,31535,4920314091830885969,5.0,600.0,605.0,38.0
2,2020-01-01 11:15:00,2020-01-01 11:48:00, Finalize Assessment,18081,4920314091830885969,33.0,659.0,692.0,54.0
2,2020-01-01 12:33:00,2020-01-01 12:39:00, Amend Assessment,31535,4920314091830885969,6.0,737.0,743.0,45.0
2,2020-01-01 13:28:00,2020-01-01 13:38:00, Finalize Assessment,18081,4920314091830885969,10.0,792.0,802.0,49.0
2,2020-01-01 23:44:00,2020-01-01 23:44:00, Approve Assessment,14038,4920314091830885969,0.0,1408.0,1408.0,606.0
2,2020-01-02 02:15:00,2020-01-02 15:07:00, Prepare Claim Settlement,31020,4920314091830885969,772.0,1559.0,2331.0,151.0
